user_name,topic,followers,following,verified,post_count,avg_likes,avg_comments,avg_shares,avg_engagement,influencer_score
Hilalgazayafa,Healthcare,323,936,True,4,4.0,1.0,15.0,5.6975,6.782447680105735
wrzky,Healthcare,224,130,True,35,1.6571428571428573,0.8571428571428571,17.714285714285715,5.049428571428572,6.782270852078016
Flowermob,Healthcare,353,407,False,4,4.75,2.0,15.0,5.9750000000000005,6.517894536970067
obtener,Healthcare,830,905,False,9,5.333333333333333,0.4444444444444444,15.0,5.800000000000001,6.2472833581172065
gilraen79,Travel,294,223,False,3,11.0,2.6666666666666665,6.666666666666667,7.633333333333334,6.203046303450973
nicgentile,Fitness,0,0,False,1,0.0,17.0,1.0,5.3,6.200000000000001
kierendaystudiosofficial.wordpress.com,AI,14,0,False,4,0.25,0.0,22.75,4.675000000000001,6.156207530165331
wendinoakland,Healthcare,1625,1440,False,4,6.5,2.0,10.75,6.0,6.121581743516163
jeridansky,Healthcare,2046,801,True,8,2.625,3.0,9.25,4.46875,5.9020440466341135
thomasfricke,Healthcare,1481,673,True,4,2.25,3.0,9.75,4.3725000000000005,5.878314387966245
drahardja,AI,3783,1024,True,4,1.25,2.75,9.75,3.74,5.630108593478342
ShaulaEvans,Healthcare,2468,2283,True,8,1.625,1.5,11.125,3.8362500000000006,5.564471300741956
onlinemarketingscoops.com,Fitness,5,0,False,1,0.0,0.0,21.0,4.2,5.518763920384208
AnneTheWriter1,Travel,3143,4348,False,4,8.75,0.0,7.75,5.925,5.332987673032364
ned,AI,2166,1753,False,8,3.0,1.0,12.25,4.25,5.314664850230454
noodlemaz,Healthcare,1118,801,False,4,4.75,3.0,7.75,4.825,5.228028606246788
brianvastag,Healthcare,1965,1458,False,7,3.142857142857143,2.142857142857143,10.0,4.214285714285714,5.173277730820352
publicvoit,AI,3448,291,True,4,1.25,1.0,10.5,3.3275000000000006,5.126688536134579
lillyfinch,Healthcare,1423,724,False,4,7.0,0.75,8.0,5.325,5.101683763795789
generalx,Finance,67,61,False,1,4.0,4.0,8.0,4.800000000000001,5.032926155776416
ICareAboutTheWorld,Travel,2068,1920,False,4,9.75,0.0,5.75,6.0249999999999995,5.020223101661831
ai6yr,Healthcare,9324,3690,True,65,2.2153846153846155,1.6307692307692307,7.553846153846154,3.4184615384615387,4.993482642652175
onlinemarketingscoops.com,Finance,5,0,False,8,0.0,0.0,18.875,3.7750000000000004,4.987513920384208
arkadiusz,Fitness,5612,227,False,4,0.75,1.0,12.5,3.1750000000000003,4.95742609224133
kristinHenry,Healthcare,3998,379,True,3,1.3333333333333333,0.0,11.0,3.1533333333333338,4.917810268793059
mlarmish,Healthcare,65,194,False,4,1.5,1.5,13.25,3.85,4.840948211303964
HollyCo26588808,Healthcare,428,4,False,33,7.0606060606060606,0.6363636363636364,7.757575757575758,5.2727272727272725,4.836491265111929
vadimnude,Fitness,220,65,True,3,9.333333333333334,1.3333333333333333,1.3333333333333333,5.866666666666667,4.63069684575043
guidostevens,AI,279,675,True,4,0.25,1.0,11.0,2.8875,4.552865284522927
mountainmindset,Travel,656,415,False,4,7.5,2.0,4.0,5.15,4.548152602772691
neurofrontiers,Fitness,993,517,False,3,2.0,3.0,7.333333333333333,3.3666666666666667,4.418593914331819
CharlieMcHenry,Healthcare,861,587,False,4,0.75,0.0,12.75,2.9250000000000003,4.388888290599554
c_dan4th,Travel,1175,1150,False,24,7.333333333333333,1.6666666666666667,3.25,4.816666666666666,4.289647785935452
MikeDunnAuthor,Healthcare,4402,1950,False,4,0.0,1.0,10.25,2.3499999999999996,4.1710062108633625
braa,Healthcare,445,2258,True,1,1.0,0.0,10.0,2.75,4.169052627083311
leepetersen,Travel,1211,59,False,4,3.0,0.0,9.25,3.35,4.127504074994389
killyourfm,Travel,9674,466,False,6,8.166666666666666,0.0,2.8333333333333335,4.6499999999999995,4.126595077684697
dottir,AI,64,60,True,4,0.0,0.0,12.0,2.6400000000000006,4.1207738995327805
onlinemarketingscoops.com,AI,5,0,False,12,0.0,0.16666666666666666,15.166666666666666,3.0833333333333335,4.118763920384208
Maxfieldripken,Healthcare,329,309,False,4,3.0,1.0,8.5,3.5,4.094863898169079
nationalparks,Travel,1370,560,False,4,5.5,0.0,6.5,4.050000000000001,4.083494351934347
carlocarrasco.com,Healthcare,18,0,False,2,0.0,0.0,14.5,2.9000000000000004,4.066665846874966
maaikees,Fitness,824,274,False,5,3.6,5.2,1.0,3.56,3.9773075079502025
gotunitedstates.wordpress.com,AI,8,3,False,3,0.0,0.0,14.333333333333334,2.866666666666667,3.9129170199337664
longreads,AI,7340,607,False,4,1.0,0.0,9.0,2.3,3.8351845528166173
DecaturNature,Healthcare,425,628,False,4,0.25,1.0,10.0,2.425,3.820665901940405
syntaxseed,Finance,1612,493,True,2,3.0,1.0,4.5,2.97,3.8146654278906595
Miro_Collas,Healthcare,1627,641,True,3,0.0,1.0,7.666666666666667,2.016666666666667,3.814359411849477
mock,Travel,562,344,False,4,8.25,0.0,3.0,4.7250000000000005,3.7624919442209537
petersuber,Healthcare,7914,2684,False,20,1.55,0.2,7.75,2.3850000000000002,3.7414772458472667
iuculano,Healthcare,1235,683,False,4,0.75,1.0,8.5,2.375,3.7304453457026447
sabreW4K3,Fitness,210,253,False,2,1.0,7.5,0.0,2.75,3.67777872002141
GoingDownWithSundial,Fitness,650,255,True,4,2.5,1.0,5.25,2.7675,3.6773290909644136
AmirGaza,Healthcare,846,6404,True,12,1.25,0.0,7.833333333333333,2.3125000000000004,3.676755614617589
Quasit,Healthcare,275,549,False,8,2.5,1.0,7.375,3.0250000000000004,3.6618101298575727
The14,Fitness,133,0,True,6,0.16666666666666666,0.0,9.833333333333334,2.1750000000000003,3.6268935669919005
tksst,AI,1201,9,False,4,1.75,0.0,8.5,2.575,3.626261317264273
osteinerphoto,Travel,147,68,False,3,6.0,1.0,4.0,4.1000000000000005,3.5995818410646176
marineinsightspro.wordpress.com,Travel,7,0,False,3,0.6666666666666666,0.0,12.333333333333334,2.8000000000000003,3.5619162312519754
The14,AI,133,0,True,4,0.5,0.0,9.25,2.1975000000000002,3.5430185669919005
technologytrends60.wordpress.com,AI,3,0,False,3,0.0,0.0,13.333333333333334,2.6666666666666665,3.5412774875013167
Jametre,Fitness,928,22,False,5,2.4,0.0,7.6,2.72,3.5251163108220758
earthtoneone,Fitness,179,204,False,3,1.6666666666666667,4.0,3.6666666666666665,2.766666666666667,3.512276860966865
metin,AI,4064,232,True,7,3.0,0.0,4.285714285714286,2.592857142857143,3.504392174341301
doraleigh.com,Healthcare,52,0,False,4,0.25,0.0,11.25,2.375,3.470543787032818
PaulBusch,Healthcare,702,726,False,7,1.2857142857142858,1.5714285714285714,6.428571428571429,2.4,3.4618749623430283
ripplesandleaves,Travel,1075,566,True,4,4.25,0.0,3.5,3.1075000000000004,3.438490947219086
joancarroll,Travel,906,124,False,3,0.3333333333333333,0.0,9.333333333333334,2.033333333333333,3.4381880341839373
yogthos,Healthcare,5666,1355,True,4,0.5,0.0,6.5,1.7050000000000003,3.4362485007679875
MikeFromLFE,Healthcare,681,657,False,3,0.3333333333333333,1.0,8.0,2.066666666666667,3.412087782009853
bich,Healthcare,1895,910,False,202,1.1237623762376239,0.2524752475247525,7.485148514851486,2.1346534653465348,3.3727193118281855
gotunitedstates.wordpress.com,Finance,8,3,False,15,0.26666666666666666,0.06666666666666667,11.8,2.5133333333333336,3.369583686600433
villebooks,Healthcare,806,394,False,15,0.9333333333333333,0.9333333333333333,7.2,2.186666666666667,3.3639985502404928
stshank,Travel,3415,468,False,4,1.25,2.0,4.5,2.125,3.3579338332362685
toxi,Finance,3744,895,True,4,1.5,1.0,4.0,2.035,3.3568991878319676
KimPerales,Healthcare,3236,3222,False,7,0.42857142857142855,0.42857142857142855,7.428571428571429,1.8285714285714287,3.3266460523746506
whn,Healthcare,1005,18,False,35,1.2571428571428571,0.45714285714285713,7.257142857142857,2.2171428571428575,3.3256320311703815
TexasObserver,Healthcare,19720,1533,False,3,1.6666666666666667,0.0,5.666666666666667,1.9666666666666668,3.3167492338548437
liztai,Finance,3989,601,False,1,4.0,3.0,0.0,2.9,3.2937319764825865
xaeseyes81,Travel,173,414,False,4,5.25,0.0,4.75,3.575,3.2738582948821793
dukepaaron,Healthcare,761,613,False,8,2.0,1.625,4.75,2.4375,3.251641983352997
carl,Travel,2620,663,False,4,7.5,0.0,0.75,3.8999999999999995,3.24319668049851
bespacific,Healthcare,2303,4313,False,4,1.0,0.0,7.25,1.9500000000000002,3.2238603032723674
The14,Healthcare,133,0,True,9,0.0,0.0,8.555555555555555,1.7933333333333334,3.2061435669919
thenexusofprivacy,AI,1347,441,False,2,0.0,0.0,8.5,1.7000000000000002,3.205956593720838
JakeHikes,Travel,770,386,False,1,1.0,2.0,5.0,2.1,3.1971532560344995
indubitablyodin,AI,1186,1614,True,3,1.0,0.0,6.0,1.8700000000000003,3.1865654251105955
dalfen,Healthcare,1618,1212,False,15,2.6666666666666665,1.3333333333333333,3.7333333333333334,2.48,3.1751012597183115
jbz,AI,2212,954,False,4,2.0,1.5,3.75,2.2,3.117815651007658
PrinceOfDenmark,Fitness,863,1361,False,1,3.0,1.0,4.0,2.6,3.1142359153206085
tml,Travel,1009,701,True,10,2.9,1.9,1.1,2.4640000000000004,3.0961214256228256
colinpurrington,Fitness,1406,154,True,2,3.0,1.0,2.0,2.4200000000000004,3.0771204844238746
lydiaschoch,Fitness,1877,924,False,3,0.6666666666666666,4.0,1.3333333333333333,1.8,3.030694398965231
peoplewoo,AI,3,0,False,4,0.0,0.0,11.25,2.25,3.0204441541679836
hummie,Travel,43,30,False,1,4.0,2.0,3.0,3.2,3.0176284450877393
appassionato,Healthcare,2667,167,False,3,0.3333333333333333,0.0,7.0,1.5666666666666667,3.0166959943886607
mildpeach,Healthcare,199,414,False,1,4.0,2.0,2.0,3.0,2.994747604982205
miki_lou,Healthcare,648,218,False,12,1.0,0.6666666666666666,6.083333333333333,1.9166666666666667,2.9754815741722798
andros,AI,582,99,True,4,0.0,4.0,1.25,1.49,2.956500885747831
lucylarue,Travel,458,35,False,4,2.75,0.0,5.25,2.4250000000000003,2.919357531509082
w8emv,Healthcare,608,236,False,4,2.0,2.0,3.0,2.2,2.9117727401564846
mikecastro,Healthcare,45,78,False,3,0.3333333333333333,0.0,9.0,1.9666666666666668,2.9076295428066974
shaedrich,AI,419,427,True,4,2.75,0.0,3.75,2.3375000000000004,2.9010170273607736
nowosad,AI,1434,99,True,7,1.2857142857142858,1.4285714285714286,2.4285714285714284,1.7128571428571429,2.8564432497233927
scriptkiddie,AI,653,868,False,4,0.5,0.0,7.0,1.6500000000000001,2.8474661027185797
Anibyl,Travel,598,426,True,3,1.3333333333333333,2.0,2.0,1.8333333333333333,2.833551497022383
jipem,Travel,370,16,False,4,1.0,0.0,6.75,1.85,2.824930309391115
MissGayle,Healthcare,1158,1138,False,6,1.5,1.0,4.0,1.8500000000000003,2.783296926500963
nakedhombre,Fitness,606,74,False,4,2.75,0.0,4.5,2.275,2.773779318658925
paulfoerster,Healthcare,2362,4373,False,4,0.25,1.0,4.75,1.375,2.7651530915780365
gdanmitchell,Travel,866,91,False,4,4.0,0.0,3.0,2.6,2.7647558465170814
Canadian_Eh,Healthcare,509,405,False,12,1.25,0.3333333333333333,5.583333333333333,1.8416666666666666,2.7601616088577554
cwgrody,Healthcare,873,1642,False,4,0.5,1.0,5.0,1.55,2.74096205634833
kellyromanych,Healthcare,1022,1054,False,3,1.3333333333333333,1.0,4.0,1.7666666666666666,2.722907548226077
adminforge,Fitness,3091,0,True,3,0.0,3.0,0.6666666666666666,1.1366666666666667,2.721201279268374
hanasamour,Healthcare,370,2640,True,2,0.5,0.0,5.5,1.4850000000000003,2.7004233403302274
markwyner,AI,4818,3032,True,4,0.5,0.0,4.0,1.1550000000000002,2.6945030832456554
gardiner_bryant,Healthcare,4891,193,True,3,2.0,1.0,1.0,1.6500000000000001,2.6942338219731656
990000,Healthcare,599,729,False,10,2.9,0.3,3.6,2.2600000000000002,2.689539448282422
WeirdWriter,AI,4388,247,True,4,0.0,0.0,4.5,0.9900000000000001,2.6708313537985586
anna_lillith,Healthcare,4110,7494,False,4,2.25,1.0,2.0,1.8250000000000002,2.660713238034682
lucas3d,Travel,764,405,True,11,3.4545454545454546,0.6363636363636364,0.9090909090909091,2.3100000000000005,2.6560795125813788
thepermissionslip,Fitness,349,31,False,16,3.0,0.0,4.0625,2.3125,2.644314973172519
thenewmars.wordpress.com,AI,5,0,False,6,0.0,0.0,9.5,1.9000000000000001,2.6437639203842083
beaseedforchange.org,Healthcare,4,0,False,4,0.0,0.0,9.5,1.9000000000000001,2.616415686865115
AskPippa,Healthcare,1225,595,False,7,1.1428571428571428,0.42857142857142855,4.428571428571429,1.5857142857142856,2.609583960331566
BruceMirken,Healthcare,2367,679,False,11,1.0,1.0,3.3636363636363638,1.4727272727272729,2.6063792403096753
littlemiao,Healthcare,1140,956,False,3,0.6666666666666666,3.0,1.3333333333333333,1.5,2.6059490524793114
hlmillerblog.wordpress.com,Fitness,1,0,False,2,0.0,0.0,10.0,2.0,2.603972077083992
starrytimepod,Travel,969,448,False,4,2.75,0.0,3.5,2.075,2.5940944107246144
return2ozma,Finance,3,0,False,3,0.0,6.333333333333333,0.6666666666666666,2.033333333333333,2.591277487501317
david.poertner,Travel,944,105,False,4,0.5,0.0,5.75,1.4000000000000001,2.5901777391240612
euenvironment,Healthcare,600,1,False,2,1.0,0.0,5.5,1.6,2.5847892401802812
MissGayle,Finance,1158,1138,False,3,1.6666666666666667,1.0,3.0,1.7333333333333334,2.574963593167629
WTL,Fitness,1614,739,True,292,3.434931506849315,0.4383561643835616,0.4726027397260274,2.1378424657534247,2.5691010532669267
rund_europa,Travel,64,77,True,8,2.75,0.875,2.625,2.27875,2.5677113995327803
NOUR_GAZA_s2,Healthcare,563,7497,True,4,0.5,0.0,4.75,1.32,2.55503395149718
gabrock94,Healthcare,662,1283,True,4,0.0,1.0,3.75,1.1550000000000002,2.5459678733806674
Standavis,Finance,8,29,False,4,1.5,1.5,5.25,2.25,2.542083686600433
moredread,Travel,195,313,False,3,3.6666666666666665,0.0,3.3333333333333335,2.5,2.5417171988845775
nara_dreams,Fitness,20,31,True,11,3.8181818181818183,0.0,3.090909090909091,2.7800000000000002,2.541346202224365
morgan,Healthcare,1018,1527,False,1,1.0,0.0,5.0,1.5,2.538986554983409
warnercrocker.com,AI,31,0,False,1,0.0,0.0,8.0,1.6,2.519860385419959
Leah,Healthcare,828,750,False,1,2.0,0.0,4.0,1.8,2.5080330232702943
JohnnyPunkster77,Travel,356,203,False,4,4.5,0.0,2.0,2.65,2.506660367266946
DevilsPanties,Healthcare,417,2,False,4,2.25,1.0,2.75,1.975,2.5053222148787135
Researchbuzz,Healthcare,3414,1655,True,10,0.5,0.0,3.5,1.0450000000000002,2.4946789073808073
anshikamax,Fitness,19,0,False,3,3.0,2.0,2.3333333333333335,2.566666666666667,2.482693174366432
tksst,Healthcare,1201,9,False,37,0.8918918918918919,0.35135135135135137,4.27027027027027,1.4054054054054055,2.4772748307777865
jobsfordevelopers,AI,2226,1,True,12,0.16666666666666666,0.0,4.0,0.9716666666666668,2.4663044267641325
researchbuzz,Healthcare,3414,1655,True,10,0.0,0.0,3.9,0.8580000000000002,2.457828907380807
gica19,Travel,278,86,False,4,0.75,1.0,4.25,1.525,2.4446817672732046
aSweetGentleman,Healthcare,367,207,False,9,1.1111111111111112,0.5555555555555556,4.333333333333333,1.588888888888889,2.441767996280895
BroadbandBreakfast,AI,13,66,True,4,0.0,0.0,7.0,1.5400000000000003,2.4374444593865183
turbobob,Healthcare,85,208,False,6,0.8333333333333334,1.0,4.833333333333333,1.6833333333333336,2.4348187611046925
rationaldoge,Healthcare,1083,1615,False,4,0.75,0.0,4.75,1.325,2.423261977299939
neonbubble,Travel,1228,849,True,4,2.75,1.0,0.0,1.8425000000000002,2.4071777580783955
mf_newsdigest,Travel,3124,4,True,4,0.25,0.0,3.5,0.9075000000000002,2.404411277758133
Lupposofi,Healthcare,376,189,False,8,0.125,0.0,5.875,1.2375,2.3898367781172016
TrueNorthSpice,Healthcare,515,1701,False,4,0.25,0.0,5.5,1.225,2.374416014822234
mbongowo,Healthcare,99,0,False,4,1.0,1.75,3.25,1.6750000000000003,2.365775527898214
HamonWry,Fitness,5710,1475,False,4,1.25,0.0,3.0,1.225,2.3600224127997294
sohkamyung,AI,829,356,False,3,0.6666666666666666,1.0,3.3333333333333335,1.3,2.3582138551185965
Beness.olistico,Healthcare,256,163,False,2,2.0,1.5,2.0,1.85,2.3573614127342832
johnbronze.wordpress.com,AI,1,0,False,4,0.25,0.0,8.75,1.875,2.353972077083992
richard,Travel,68,140,False,16,1.5625,0.5,4.5625,1.84375,2.341365975689589
ahmadallouh32,Healthcare,157,2672,True,4,0.0,0.0,5.25,1.1550000000000002,2.33682818044945
GSteffanos,Travel,972,892,False,848,3.0389150943396226,1.0412735849056605,0.7028301886792453,1.9724056603773583,2.331939687799599
umyahya2026,Healthcare,48,372,True,8,0.25,0.0,5.625,1.375,2.3265253491882536
Lazarou,Healthcare,4523,5644,False,4,0.25,0.0,4.0,0.925,2.3250727755854017
MPI_ScienceOfLight,Healthcare,1902,127,False,4,0.0,0.0,4.75,0.95,2.3201780300944224
thejapantimes,AI,6200,2,False,4,0.25,0.0,3.75,0.875,2.3098698772524817
scriptkiddie,Finance,653,868,False,23,0.2608695652173913,0.5217391304347826,4.3478260869565215,1.1565217391304348,2.307248711414232
RunRichRun,Healthcare,1147,2347,False,4,0.0,0.0,5.0,1.0,2.3068664865319266
MNSpy,Healthcare,892,637,False,4,0.25,1.0,3.5,1.125,2.306687987131475
Lyle,Healthcare,1435,3022,True,13,0.46153846153846156,0.46153846153846156,2.6923076923076925,0.9984615384615385,2.294409840608425
Casey,Finance,214,33,False,10,0.0,0.3,5.5,1.19,2.2855957042191495
ada,Fitness,1916,814,False,10,0.6,1.2,2.3,1.1199999999999999,2.2787775114568465
sidewalksafari,Travel,11508,560,False,8,0.0,0.0,3.5,0.7000000000000001,2.2776326925452737
gmsfotos,Travel,1324,1192,False,7,0.7142857142857143,0.0,4.0,1.1571428571428573,2.256946589334477
thenewoil,Fitness,10703,34,True,2,0.5,0.0,2.0,0.7150000000000001,2.2541815090907216
sheepfreak,Fitness,256,53,False,4,0.75,1.5,2.75,1.375,2.232361412734283
BlurTheFur,Fitness,900,814,False,1,2.0,2.0,0.0,1.6,2.220525788641251
maiji,Finance,440,175,False,2,2.5,0.5,2.0,1.8,2.213356731317027
adamasnemesis,Finance,1061,210,False,3,0.6666666666666666,0.0,4.0,1.1333333333333335,2.211853046936949
ebender00,Healthcare,603,652,False,4,2.25,0.0,2.75,1.675,2.2105361296902224
scholar_farmer,Travel,496,438,False,7,2.2857142857142856,1.0,1.4285714285714286,1.7285714285714284,2.209859932485923
llorenzin,Travel,575,357,False,3,5.0,0.0,0.0,2.5,2.2034161491043838
salixsericea,Healthcare,747,552,False,5,0.8,1.0,2.6,1.2200000000000002,2.1926104466961718
Ashedryden,Fitness,4512,544,True,2,0.0,2.0,0.0,0.66,2.1914283709714555
thenewoil,Healthcare,10711,34,True,9,0.2222222222222222,0.4444444444444444,1.4444444444444444,0.5866666666666667,2.1898325591939947
SunnyDayNae,Fitness,300,0,False,22,2.909090909090909,0.8181818181818182,1.2272727272727273,1.9454545454545453,2.1765210851668764
BCWHS,AI,72,84,False,9,0.8888888888888888,0.0,5.222222222222222,1.488888888888889,2.1713466939500363
voylera,Travel,6,3,False,2,0.5,0.0,7.0,1.6500000000000001,2.166886522358297
nortino.com,Finance,2,0,False,2,0.0,0.0,8.0,1.6,2.1647918433002165
JenniferWhiteTMPhotography,Travel,732,360,True,4,0.75,0.0,3.0,1.0275000000000003,2.1486540408112975
The14,Finance,133,0,False,6,0.0,0.3333333333333333,5.166666666666667,1.1333333333333335,2.14300930332597
gadgetry,AI,297,150,False,4,0.25,1.0,3.5,1.125,2.142064022975811
spiritwalker11,Fitness,3,5,True,3,0.0,0.0,6.666666666666667,1.4666666666666668,2.135405236251449
jmcastagnetto,Healthcare,224,98,True,8,0.125,0.5,3.5,1.0037500000000001,2.1332190663637296
nemo,Healthcare,1705,3425,True,15,0.2,0.0,2.933333333333333,0.7553333333333334,2.1273479434618516
sflorg,Healthcare,1942,1520,True,8,0.125,0.125,2.75,0.7150000000000001,2.123878094147278
aliide,Fitness,2030,400,False,4,2.5,1.0,0.0,1.5499999999999998,2.1174425342370577
Brosnung,AI,4,4,False,4,0.25,0.0,7.25,1.575,2.116415686865115
mf_analysis,Travel,206,3,True,4,0.25,0.0,4.0,1.0175,2.0995236008887863
rhelune,Travel,1001,1308,False,8,0.75,2.5,0.0,1.125,2.0989629922467214
dbattistella,Healthcare,1507,1616,False,12,0.4166666666666667,0.0,3.5833333333333335,0.9250000000000002,2.0977809322851853
sallytheflame,Healthcare,248,294,False,1,0.0,0.0,5.0,1.0,2.077617934469706
Zanyprogressive,Healthcare,3,4,False,3,1.3333333333333333,1.0,4.666666666666667,1.9000000000000001,2.0579441541679837
maxelcat,Fitness,215,282,False,4,4.0,0.0,1.0,2.2,2.056291761152625
Fabirucho,Fitness,211,316,False,43,2.186046511627907,0.3023255813953488,2.395348837209302,1.6627906976744187,2.054650731898476
israajamal,Healthcare,1390,6569,True,3,0.0,0.0,3.0,0.6600000000000001,2.0522334016673685
rajatmshukla.wordpress.com,AI,2,0,False,2,0.0,0.0,7.5,1.5,2.0397918433002165
ria,Travel,455,266,False,3,0.0,2.0,1.6666666666666667,0.9333333333333332,2.0350405880938247
jasonbeets,Healthcare,311,309,False,7,0.5714285714285714,1.0,2.7142857142857144,1.1285714285714286,2.0328790495999938
Amgine,Healthcare,177,244,False,11,1.2727272727272727,0.6363636363636364,2.8181818181818183,1.3909090909090909,2.0227220779983583
Brosnung,Fitness,4,4,False,4,1.0,0.75,5.0,1.7250000000000003,2.003915686865115
MNByChoice,Finance,0,0,False,1,0.0,5.0,1.0,1.7,2.0
GregCocks,AI,1659,1864,False,12,0.25,0.3333333333333333,2.8333333333333335,0.7916666666666666,1.9996859322025882
mdill,Travel,68,8,False,4,1.0,1.0,3.0,1.4000000000000001,1.985115975689589
PMedved,Travel,277,235,False,9,1.6666666666666667,0.0,2.888888888888889,1.411111111111111,1.9830320559424843
mf_newsdigest,Healthcare,3124,4,True,4,0.5,0.0,1.75,0.66,1.979536277758133
pdimagearchive,Healthcare,1004,1,False,4,0.75,0.0,3.0,0.9750000000000001,1.9744114230739764
proseandpassion,Healthcare,862,643,False,15,0.26666666666666666,0.26666666666666666,3.2,0.8533333333333334,1.9740622036625142
shonin,AI,286,853,False,2,0.0,0.0,4.5,0.9,1.9739223323639432
notes,Healthcare,546,899,True,4,0.25,0.0,3.0,0.7975000000000001,1.9738590523996271
many,Healthcare,0,0,True,7,0.2857142857142857,0.0,6.571428571428571,1.602857142857143,1.965857142857143
ramikrispin,AI,1503,786,True,4,0.0,1.0,1.25,0.5925,1.9592457782441148
littlecurses,Healthcare,109,147,False,4,2.0,0.0,3.0,1.6,1.9550720548688625
Infrapink,Fitness,519,641,False,4,0.5,2.0,0.75,1.0,1.9505743217363207
sepas,Healthcare,32,3,False,4,0.0,0.5,5.0,1.1500000000000001,1.949476134219972
motogirlthailand,Travel,17,5,False,4,1.0,2.0,2.25,1.55,1.9460557636844247
valhikes,Travel,206,49,True,85,1.576470588235294,0.7529411764705882,0.9647058823529412,1.327764705882353,1.934992718535845
PamelaBarroway,Healthcare,1037,1753,True,3,0.3333333333333333,1.0,1.0,0.7333333333333334,1.9342667588480962
peaceful-threads.com,AI,4,0,False,4,0.0,0.0,6.75,1.35,1.928915686865115
ff3,Finance,1447,514,True,16,0.1875,0.0625,2.25,0.61875,1.9261723645360342
JoelKalich,Travel,44,14,False,3,1.3333333333333333,1.0,2.6666666666666665,1.5,1.920999373465548
andycarolan,Fitness,1548,879,True,32,0.5625,1.25,0.125,0.749375,1.9197664486687835
